Organism (genomeID),Organism,TaxID,SEED_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,
Streptococcus agalactiae CCUG 37430 (1154810.3),Streptococcus agalactiae CCUG 37430 ,1154810,1154810.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae CCUG 37430,
Streptococcus agalactiae FSL S3-026 (876138.3),Streptococcus agalactiae FSL S3-026 ,876138,876138.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae FSL S3-026,
Streptococcus agalactiae GB00640 (1154925.3),Streptococcus agalactiae GB00640 ,1154925,1154925.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae GB00640,
Streptococcus agalactiae GD201008-001 (1203670.3),Streptococcus agalactiae GD201008-001 ,1203670,1203670.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae GD201008-001,
Streptococcus agalactiae ILRI005 (1309807.3),Streptococcus agalactiae ILRI005 ,1309807,1309807.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae ILRI005,
Streptococcus agalactiae ILRI112 (1318615.3),Streptococcus agalactiae ILRI112 ,1318615,1318615.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae ILRI112,
Streptococcus agalactiae LMG 15081 (1105272.3),Streptococcus agalactiae LMG 15081 ,1105272,1105272.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae LMG 15081,
Streptococcus agalactiae MRI Z1-204 (1154841.3),Streptococcus agalactiae MRI Z1-204 ,1154841,1154841.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae MRI Z1-204,
Streptococcus agalactiae NEM316 (211110.1),Streptococcus agalactiae NEM316 ,211110,211110.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae NEM316,
Streptococcus agalactiae STIR-CD-14 (1154848.3),Streptococcus agalactiae STIR-CD-14 ,1154848,1154848.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae STIR-CD-14,
Streptococcus agalactiae str. Gottschalk 1002A (1105236.3),Streptococcus agalactiae str. Gottschalk 1002A ,1105236,1105236.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae str. Gottschalk 1002A,
Streptococcus agalactiae ZQ0910 (1156939.3),Streptococcus agalactiae ZQ0910 ,1156939,1156939.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae ZQ0910,
Streptococcus anginosus 1_2_62CV (742820.3),Streptococcus anginosus 1_2_62CV ,742820,742820.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus anginosus, Streptococcus anginosus 1_2_62CV,
Streptococcus anginosus BEED29 (1328.83),Streptococcus anginosus BEED29 ,1328,1328.83,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus anginosus, Streptococcus anginosus BEED29,
Streptococcus anginosus C1051 (862970.3),Streptococcus anginosus C1051 ,862970,862970.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus anginosus, Streptococcus anginosus C1051,
Streptococcus anginosus C238 (862971.3),Streptococcus anginosus C238 ,862971,862971.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus anginosus, Streptococcus anginosus C238,
Streptococcus anginosus CCUG 39159 (1095729.3),Streptococcus anginosus CCUG 39159 ,1095729,1095729.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus anginosus, Streptococcus anginosus subsp. whileyi CCUG 39159,
Streptococcus anginosus SA1 (1328.12),Streptococcus anginosus SA1 ,1328,1328.12,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus anginosus,,
Streptococcus anginosus SK1138 (1161422.3),Streptococcus anginosus SK1138 ,1161422,1161422.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus anginosus, Streptococcus anginosus SK1138,
Streptococcus anginosus SK52 (1000570.3),Streptococcus anginosus SK52 ,1000570,1000570.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus anginosus, Streptococcus anginosus SK52 = DSM 20563,
Streptococcus anginosus strain J4206 (1328.24),Streptococcus anginosus strain J4206 ,1328,1328.24,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus anginosus,,
Streptococcus anginosus strain J4211 (1328.20),Streptococcus anginosus strain J4211 ,1328,1328.20,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus anginosus,,
Streptococcus anginosus strain NCTC10713 (1328.82),Streptococcus anginosus strain NCTC10713 ,1328,1328.82,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus anginosus,,
Streptococcus anginosus subsp. whileyi MAS624 (1353243.3),Streptococcus anginosus subsp. whileyi MAS624 ,1353243,1353243.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus anginosus, Streptococcus anginosus subsp. whileyi MAS624,
Streptococcus australis ATCC 700641 (888833.3),Streptococcus australis ATCC 700641 ,888833,888833.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus australis, Streptococcus australis ATCC 700641,
Streptococcus bovis ATCC 700338 (864569.5),Streptococcus bovis ATCC 700338 ,864569,864569.5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus equinus, Streptococcus equinus ATCC 700338,
Streptococcus constellatus SS_Bg39 (6666666.201548),Streptococcus constellatus SS_Bg39 ,76860,6666666.201548,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus constellatus, Streptococcus constellatus SS_Bg39,
Streptococcus constellatus subsp. constellatus SK53 (1095730.3),Streptococcus constellatus subsp. constellatus SK53 ,1095730,1095730.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus constellatus, Streptococcus constellatus subsp. constellatus SK53,
Streptococcus constellatus subsp. pharyngis SK1060 (1035184.3),Streptococcus constellatus subsp. pharyngis SK1060 ,1035184,1035184.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus constellatus, Streptococcus constellatus subsp. pharyngis SK1060 = CCUG 46377,
Streptococcus cristatus ATCC 51100 (889201.3),Streptococcus cristatus ATCC 51100 ,889201,889201.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus cristatus, Streptococcus cristatus ATCC 51100,
Streptococcus dysgalactiae BEED31 (1334.143),Streptococcus dysgalactiae BEED31 ,1334,1334.143,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus dysgalactiae, Streptococcus dysgalactiae BEED31,
Streptococcus dysgalactiae subsp. dysgalactiae ATCC 27957 (663952.3),Streptococcus dysgalactiae subsp. dysgalactiae ATCC 27957 ,663952,663952.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus dysgalactiae, Streptococcus dysgalactiae subsp. dysgalactiae ATCC 27957,
Streptococcus dysgalactiae subsp. dysgalactiae strain NCTC13731 (99822.24),Streptococcus dysgalactiae subsp. dysgalactiae strain NCTC13731 ,99822,99822.24,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus dysgalactiae, Streptococcus dysgalactiae subsp. dysgalactiae,
Streptococcus dysgalactiae subsp. dysgalactiae strain NCTC4669 (99822.25),Streptococcus dysgalactiae subsp. dysgalactiae strain NCTC4669 ,99822,99822.25,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus dysgalactiae, Streptococcus dysgalactiae subsp. dysgalactiae,
Streptococcus dysgalactiae subsp. dysgalactiae strain NCTC4670 (99822.23),Streptococcus dysgalactiae subsp. dysgalactiae strain NCTC4670 ,99822,99822.23,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus dysgalactiae, Streptococcus dysgalactiae subsp. dysgalactiae,
Streptococcus dysgalactiae subsp. equisimilis 167 (1247189.3),Streptococcus dysgalactiae subsp. equisimilis 167 ,1247189,1247189.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus dysgalactiae, Streptococcus dysgalactiae subsp. equisimilis 167,
Streptococcus dysgalactiae subsp. equisimilis ATCC 12394 (663954.3),Streptococcus dysgalactiae subsp. equisimilis ATCC 12394 ,663954,663954.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus dysgalactiae, Streptococcus dysgalactiae subsp. equisimilis ATCC 12394,
Streptococcus dysgalactiae subsp. equisimilis SK1250 (1005706.3),Streptococcus dysgalactiae subsp. equisimilis SK1250 ,1005706,1005706.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus dysgalactiae, Streptococcus dysgalactiae subsp. equisimilis SK1250,
Streptococcus equi subsp. equi 4047 (553482.3),Streptococcus equi subsp. equi 4047 ,553482,553482.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus equi, Streptococcus equi subsp. equi 4047,
Streptococcus equi subsp. zooepidemicus ATCC 35246 (1051072.7),Streptococcus equi subsp. zooepidemicus ATCC 35246 ,1051072,1051072.7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus equi, Streptococcus equi subsp. zooepidemicus ATCC 35246,
Streptococcus equi subsp. zooepidemicus BHS5 (681573.3),Streptococcus equi subsp. zooepidemicus BHS5 ,681573,681573.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus equi, Streptococcus equi subsp. zooepidemicus BHS5,
Streptococcus equi subsp. zooepidemicus MGCS10565 (552526.8),Streptococcus equi subsp. zooepidemicus MGCS10565 ,552526,552526.8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus equi, Streptococcus equi subsp. zooepidemicus MGCS10565,
Streptococcus equinus ATCC 9812 (525379.3),Streptococcus equinus ATCC 9812 ,525379,525379.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus equinus, Streptococcus equinus ATCC 9812,
Streptococcus gallolyticus PS_064_S07 (315405.34),Streptococcus gallolyticus PS_064_S07 ,315405,315405.34,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus gallolyticus, Streptococcus gallolyticus PS_064_S07,
Streptococcus gallolyticus strain NCTC13773 (315405.22),Streptococcus gallolyticus strain NCTC13773 ,315405,315405.22,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus gallolyticus,,
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143 (981539.3),Streptococcus gallolyticus subsp. gallolyticus ATCC 43143 ,981539,981539.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus gallolyticus, Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069 (990317.3),Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069 ,990317,990317.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus gallolyticus, Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069,
Streptococcus gallolyticus subsp. gallolyticus DSM 16831 strain DSM 16831 (1258574.3),Streptococcus gallolyticus subsp. gallolyticus DSM 16831 strain DSM 16831 ,1258574,1258574.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus gallolyticus, Streptococcus gallolyticus subsp. gallolyticus DSM 16831,
Streptococcus gallolyticus subsp. gallolyticus TX20005 (545774.3),Streptococcus gallolyticus subsp. gallolyticus TX20005 ,545774,545774.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus gallolyticus, Streptococcus gallolyticus subsp. gallolyticus TX20005,
Streptococcus gallolyticus UCN34 (637909.5),Streptococcus gallolyticus UCN34 ,637909,637909.5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus gallolyticus, Streptococcus gallolyticus UCN34,
Streptococcus gordonii SS_Bg39 (6666666.201551),Streptococcus gordonii SS_Bg39 ,1328,6666666.201551,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus anginosus, Streptococcus gordonii SS_Bg39,
Streptococcus gordonii str. Challis substr. CH1 (467705.9),Streptococcus gordonii str. Challis substr. CH1 ,467705,467705.9,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus gordonii, Streptococcus gordonii str. Challis substr. CH1,
Streptococcus infantarius subsp. infantarius ATCC BAA-102 (471872.6),Streptococcus infantarius subsp. infantarius ATCC BAA-102 ,471872,471872.6,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus infantarius, Streptococcus infantarius subsp. infantarius ATCC BAA-102,
Streptococcus infantarius subsp. infantarius CJ18 (1069533.5),Streptococcus infantarius subsp. infantarius CJ18 ,1069533,1069533.5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus infantarius, Streptococcus infantarius subsp. infantarius CJ18,
Streptococcus infantis ATCC 700779 (889204.3),Streptococcus infantis ATCC 700779 ,889204,889204.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus infantis, Streptococcus infantis ATCC 700779,
Streptococcus infantis SK1076 (1005705.3),Streptococcus infantis SK1076 ,1005705,1005705.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus infantis, Streptococcus infantis SK1076,
Streptococcus infantis SK970 (1035189.4),Streptococcus infantis SK970 ,1035189,1035189.4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus infantis, Streptococcus infantis SK970,
Streptococcus infantis X (997830.4),Streptococcus infantis X ,997830,997830.4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus infantis, Streptococcus infantis X,
Streptococcus intermedius ATCC 27335 (1316583.3),Streptococcus intermedius ATCC 27335 ,1316583,1316583.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus intermedius, Streptococcus intermedius ATCC 27335,
Streptococcus intermedius BA1 (1248420.3),Streptococcus intermedius BA1 ,1248420,1248420.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus intermedius, Streptococcus intermedius BA1,
Streptococcus intermedius F0395 (857292.4),Streptococcus intermedius F0395 ,857292,857292.4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus intermedius, Streptococcus intermedius F0395,
Streptococcus intermedius F0413 (883167.4),Streptococcus intermedius F0413 ,883167,883167.4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus intermedius, Streptococcus intermedius F0413,
Streptococcus intermedius JTH08 (591365.3),Streptococcus intermedius JTH08 ,591365,591365.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus intermedius, Streptococcus intermedius JTH08,
Streptococcus intermedius SK54 (1095731.3),Streptococcus intermedius SK54 ,1095731,1095731.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus intermedius, Streptococcus intermedius SK54,
Streptococcus lutetiensis 033 (1076934.5),Streptococcus lutetiensis 033 ,1076934,1076934.5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus lutetiensis, Streptococcus lutetiensis 033,
Streptococcus lutetiensis LFYP71 (6666666.201642),Streptococcus lutetiensis LFYP71 ,150055,6666666.201642,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus lutetiensis, Streptococcus lutetiensis LFYP71,
Streptococcus mitis 11/5 (1239792.3),Streptococcus mitis 11/5 ,1239792,1239792.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus mitis, Streptococcus mitis 11/5,
Streptococcus mitis ATCC 6249 (864567.3),Streptococcus mitis ATCC 6249 ,864567,864567.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus mitis, Streptococcus mitis ATCC 6249,
Streptococcus mitis B6 (365659.3),Streptococcus mitis B6 ,365659,365659.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus mitis, Streptococcus mitis B6,
Streptococcus mitis bv. 2 str. F0392 (768726.4),Streptococcus mitis bv. 2 str. F0392 ,768726,768726.4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus mitis, Streptococcus mitis bv. 2 str. F0392,
Streptococcus mitis NCTC 12261 (246201.1),Streptococcus mitis NCTC 12261 ,246201,246201.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus mitis, Streptococcus mitis NCTC 12261,
Streptococcus mitis SK1073 (1008452.3),Streptococcus mitis SK1073 ,1008452,1008452.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus mitis, Streptococcus mitis SK1073,
Streptococcus mitis SK1080 (1008453.3),Streptococcus mitis SK1080 ,1008453,1008453.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus mitis, Streptococcus mitis SK1080,
Streptococcus mitis SK569 (1035187.4),Streptococcus mitis SK569 ,1035187,1035187.4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus mitis, Streptococcus mitis SK569,
Streptococcus mitis SK575 (1095736.3),Streptococcus mitis SK575 ,1095736,1095736.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus mitis, Streptococcus mitis SK575,
Streptococcus mitis SK579 (1095737.3),Streptococcus mitis SK579 ,1095737,1095737.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus mitis, Streptococcus mitis SK579,
Streptococcus mitis SK616 (1095735.3),Streptococcus mitis SK616 ,1095735,1095735.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus mitis, Streptococcus mitis SK616,
Streptococcus mitis SPAR10 (1159208.3),Streptococcus mitis SPAR10 ,1159208,1159208.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus mitis, Streptococcus mitis SPAR10,
Streptococcus mutans 5DC8 (1257037.3),Streptococcus mutans 5DC8 ,1257037,1257037.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus mutans, Streptococcus mutans 5DC8,
Streptococcus mutans ATCC 25175 (1257041.3),Streptococcus mutans ATCC 25175 ,1257041,1257041.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus mutans, Streptococcus mutans ATCC 25175,
